treatment,question,rep_id,fdom_env_count,fdom_phenotype_score,fdom_max_phenotype_score,fdom_norm_phenotype_score,fdom_gestation_time,fdom_genome_length,-1000_phenotype_score,min_genome_size,fancy_name
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_125,1,7,9,77.7777777778,211.0,102.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_152,1,7,9,77.7777777778,256.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_158,1,7,9,77.7777777778,188.0,101.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_160,1,8,9,88.8888888889,196.0,100.0,8,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_117,1,7,9,77.7777777778,244.0,103.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_184,1,8,9,88.8888888889,282.0,100.0,8,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_136,1,8,9,88.8888888889,248.0,105.0,8,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_141,1,7,9,77.7777777778,214.0,104.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_179,1,7,9,77.7777777778,205.0,101.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_197,1,6,9,66.6666666667,199.0,107.0,6,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_173,1,9,9,100.0,209.0,100.0,9,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_104,1,6,9,66.6666666667,239.0,101.0,6,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_190,1,7,9,77.7777777778,212.0,102.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_109,1,7,9,77.7777777778,219.0,103.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_103,1,7,9,77.7777777778,254.0,105.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_174,1,7,9,77.7777777778,199.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_200,1,7,9,77.7777777778,213.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_146,1,8,9,88.8888888889,221.0,100.0,8,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_131,1,7,9,77.7777777778,251.0,102.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_110,1,7,9,77.7777777778,289.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_167,1,9,9,100.0,205.0,100.0,9,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_189,1,9,9,100.0,214.0,102.0,9,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_183,1,8,9,88.8888888889,200.0,102.0,8,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_155,1,7,9,77.7777777778,199.0,102.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_122,1,8,9,88.8888888889,286.0,101.0,8,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_128,1,9,9,100.0,294.0,100.0,9,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_151,1,7,9,77.7777777778,198.0,102.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_126,1,8,9,88.8888888889,272.0,100.0,8,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_187,1,6,9,66.6666666667,187.0,101.0,6,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_169,1,7,9,77.7777777778,195.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_114,1,6,9,66.6666666667,197.0,100.0,6,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_163,1,7,9,77.7777777778,204.0,106.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_142,1,5,9,55.5555555556,210.0,103.0,5,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_135,1,7,9,77.7777777778,217.0,104.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_148,1,7,9,77.7777777778,199.0,103.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_107,1,7,9,77.7777777778,202.0,106.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_170,1,7,9,77.7777777778,225.0,103.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_194,1,7,9,77.7777777778,199.0,105.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_199,1,6,9,66.6666666667,192.0,100.0,6,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_177,1,7,9,77.7777777778,217.0,105.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_193,1,8,9,88.8888888889,302.0,100.0,8,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_132,1,7,9,77.7777777778,218.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_145,1,7,9,77.7777777778,205.0,101.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_138,1,7,9,77.7777777778,216.0,101.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_119,1,7,9,77.7777777778,210.0,105.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_180,1,7,9,77.7777777778,219.0,101.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_164,1,7,9,77.7777777778,222.0,102.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_113,1,7,9,77.7777777778,242.0,102.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_121,1,7,9,77.7777777778,195.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_156,1,7,9,77.7777777778,195.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_182,1,7,9,77.7777777778,234.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_166,1,7,9,77.7777777778,225.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_111,1,7,9,77.7777777778,198.0,105.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_188,1,7,9,77.7777777778,229.0,102.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_129,1,7,9,77.7777777778,204.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_123,1,9,9,100.0,275.0,100.0,9,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_154,1,6,9,66.6666666667,239.0,100.0,6,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_175,1,7,9,77.7777777778,201.0,104.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_102,1,7,9,77.7777777778,201.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_191,1,6,9,66.6666666667,191.0,100.0,6,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_108,1,7,9,77.7777777778,308.0,101.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_130,1,5,9,55.5555555556,187.0,100.0,5,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_147,1,6,9,66.6666666667,207.0,103.0,6,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_140,1,8,9,88.8888888889,234.0,100.0,8,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_137,1,9,9,100.0,199.0,102.0,9,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_105,1,9,9,100.0,212.0,100.0,9,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_172,1,6,9,66.6666666667,198.0,100.0,6,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_178,1,7,9,77.7777777778,200.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_196,1,7,9,77.7777777778,224.0,105.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_159,1,9,9,100.0,200.0,100.0,9,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_153,1,8,9,88.8888888889,242.0,122.0,8,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_124,1,7,9,77.7777777778,207.0,105.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_185,1,7,9,77.7777777778,195.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_116,1,6,9,66.6666666667,230.0,104.0,6,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_161,1,9,9,100.0,379.0,115.0,9,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_112,1,7,9,77.7777777778,188.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_165,1,6,9,66.6666666667,210.0,100.0,6,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_118,1,7,9,77.7777777778,216.0,104.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_181,1,7,9,77.7777777778,304.0,102.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_157,1,7,9,77.7777777778,212.0,102.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_120,1,9,9,100.0,303.0,100.0,9,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_192,1,6,9,66.6666666667,207.0,101.0,6,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_198,1,7,9,77.7777777778,216.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_101,1,9,9,100.0,217.0,102.0,9,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_176,1,8,9,88.8888888889,234.0,109.0,8,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_139,1,9,9,100.0,336.0,109.0,9,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_144,1,9,9,100.0,267.0,100.0,9,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_133,1,7,9,77.7777777778,192.0,101.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_149,1,7,9,77.7777777778,218.0,103.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_134,1,7,9,77.7777777778,242.0,102.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_143,1,7,9,77.7777777778,245.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_195,1,8,9,88.8888888889,385.0,100.0,8,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_171,1,7,9,77.7777777778,207.0,102.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_106,1,8,9,88.8888888889,218.0,105.0,8,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_127,1,7,9,77.7777777778,186.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_150,1,9,9,100.0,209.0,100.0,8,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_162,1,7,9,77.7777777778,201.0,100.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_115,1,7,9,77.7777777778,243.0,105.0,7,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_186,1,6,9,66.6666666667,293.0,109.0,6,100,High mutation rate
Q1__HIGHMUT__MinGen_100,Q1,Q1__HIGHMUT__MinGen_100__rep_168,1,7,9,77.7777777778,200.0,100.0,7,100,High mutation rate
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_136,16,32,64,50.0,194.5,100.0,32,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_141,16,64,64,100.0,206.5,100.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_179,16,48,64,75.0,192.0,100.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_197,16,48,64,75.0,210.0,100.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_173,16,48,64,75.0,261.0,122.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_104,16,48,64,75.0,231.0,112.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_125,16,48,64,75.0,211.0,100.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_152,16,64,64,100.0,271.0,124.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_158,16,48,64,75.0,288.0,112.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_160,16,16,64,25.0,226.0,110.0,32,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_117,16,32,64,50.0,268.0,110.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_184,16,32,64,50.0,246.5,113.0,32,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_110,16,48,64,75.0,221.0,110.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_167,16,32,64,50.0,217.5,100.0,32,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_189,16,32,64,50.0,211.0,100.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_183,16,48,64,75.0,224.0,104.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_155,16,64,64,100.0,208.0,100.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_122,16,44,64,68.75,195.0,100.0,44,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_128,16,48,64,75.0,218.0,100.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_190,16,64,64,100.0,180.0,100.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_109,16,64,64,100.0,230.0,114.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_103,16,48,64,75.0,231.5,112.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_174,16,64,64,100.0,192.0,100.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_200,16,56,64,87.5,212.5,100.0,40,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_146,16,48,64,75.0,188.0,100.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_131,16,56,64,87.5,206.25,100.0,56,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_142,16,48,64,75.0,205.0,100.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_135,16,40,64,62.5,248.0,124.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_148,16,48,64,75.0,260.0,118.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_107,16,32,64,50.0,228.5,108.0,32,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_170,16,48,64,75.0,232.0,109.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_194,16,48,64,75.0,201.0,100.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_151,16,64,64,100.0,202.5,108.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_126,16,48,64,75.0,217.0,100.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_187,16,48,64,75.0,231.0,110.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_169,16,48,64,75.0,230.0,104.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_114,16,64,64,100.0,225.0,115.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_163,16,48,64,75.0,261.0,126.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_119,16,48,64,75.0,237.0,112.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_180,16,48,64,75.0,201.0,103.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_164,16,32,64,50.0,234.0,115.0,32,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_113,16,32,64,50.0,210.0,105.0,32,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_121,16,32,64,50.0,251.0,115.0,32,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_156,16,24,64,37.5,361.0,171.0,32,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_199,16,32,64,50.0,233.0,110.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_177,16,48,64,75.0,201.0,100.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_193,16,64,64,100.0,239.0,118.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_132,16,64,64,100.0,216.5,109.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_145,16,64,64,100.0,194.5,100.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_138,16,48,64,75.0,230.0,110.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_175,16,48,64,75.0,234.0,109.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_102,16,56,64,87.5,223.5,109.0,56,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_191,16,40,64,62.5,227.25,108.0,40,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_108,16,64,64,100.0,197.0,109.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_130,16,64,64,100.0,252.5,127.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_147,16,48,64,75.0,226.5,100.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_182,16,64,64,100.0,205.5,107.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_166,16,48,64,75.0,231.0,109.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_111,16,48,64,75.0,226.5,109.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_188,16,48,64,75.0,219.0,100.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_129,16,56,64,87.5,271.5,137.0,56,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_123,16,48,64,75.0,245.0,118.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_154,16,32,64,50.0,494.0,229.0,32,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_159,16,48,64,75.0,193.0,100.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_153,16,64,64,100.0,239.0,116.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_124,16,32,64,50.0,188.0,100.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_185,16,0,64,0.0,214.0,106.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_116,16,48,64,75.0,241.0,116.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_161,16,40,64,62.5,250.0,128.0,40,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_140,16,48,64,75.0,225.5,108.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_137,16,48,64,75.0,207.0,100.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_105,16,32,64,50.0,199.0,100.0,32,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_172,16,48,64,75.0,220.0,103.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_178,16,64,64,100.0,259.0,130.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_196,16,32,64,50.0,211.5,100.0,32,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_192,16,64,64,100.0,227.0,108.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_198,16,32,64,50.0,241.0,107.0,32,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_101,16,48,64,75.0,226.0,110.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_176,16,64,64,100.0,272.0,136.0,64,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_139,16,48,64,75.0,203.5,100.0,48,100,Baseline
Q2__Slip_NONE__MinGen_100,Q2,Q2__Slip_NONE__MinGen_100__rep_144,16,48,64,75.0,250.0,120.0,56,100,Baseline
